chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Ag-Cr-S,Ag,Cr,S,Cr5AgS8_676751_POSCAR,35,local_max_drop,9.3766869,-0.21835633229079,-0.1581825539100779,-0.060173778380712,9.029402,17.01695,0.01856135
Ag-Mn-O,Ag,Mn,O,Mn3_AgO2_4_31239_POSCAR,35,local_max_drop,12.2509779699,-0.49843407224685,-0.3922015642712566,-0.1062325079755934,11.797238,22.233256,0.0361834
Ag-Mn-O,Ag,Mn,O,Mn3_AgO2_4_704268_POSCAR,35,local_max_drop,17.316800973,-1.4569536542589,-1.141059318820698,-0.315894335438202,16.675438,31.426787,0.07417937
Ag-Mn-O,Ag,Mn,O,Mn3_AgO2_4_705778_POSCAR,35,local_max_drop,11.9995678482,-0.48348454348004,-0.3696510643934463,-0.1138334790865936,11.555139,21.776994,0.03463394
Ag-Mn-O,Ag,Mn,O,MnAgO2_1279432_POSCAR,35,global_gradient_fallback,4.0785894093,-0.11866141162312,-0.110975496863062,-0.0076859147600579,3.607983,7.686572,0.02814579
Ag-Mn-O,Ag,Mn,O,MnAgO2_996995_POSCAR,35,global_gradient_fallback,3.774142775,-0.03137127846746,-0.0277138856511964,-0.0036573928162635,3.338665,7.112808,0.00760262
Ag-Mn-O,Ag,Mn,O,MnAgO2_997160_POSCAR,35,global_gradient_fallback,3.9027958125,-0.061446328873345,-0.0564685701450021,-0.0049777587283428,3.590572,7.64948,0.0139725
Ag-Mn-O,Ag,Mn,O,MnAgO2_997162_POSCAR,35,global_gradient_fallback,3.9101120625,-0.063367478484758,-0.0563620818219877,-0.0070053966627702,3.597303,7.66382,0.01392774
Ag-Nb-O,Ag,Nb,O,Nb13AgO33_1210284_POSCAR,35,local_max_drop,5.7712823999,-0.16521497294258,-0.1052135692581558,-0.0600014036844241,5.578906,9.426428,0.02163488
Ag-Nb-O,Ag,Nb,O,Nb14AgO36_1210596_POSCAR,35,local_max_drop,5.6355685669,-0.17366959094643,-0.1122617784989325,-0.0614078124474974,5.447716,9.204762,0.02374744
Ag-Rh-S,Ag,Rh,S,Ag2_RhS_15_1201221_POSCAR,35,local_max_drop,13.7230983,-0.68998770888141,-0.4768707744354016,-0.2131169344460084,13.214835,24.904882,0.03801568
Ag-V-O,Ag,V,O,V16Ag7O40_1100952_POSCAR,35,local_max_drop,5.5066467088,-0.24500626409016,-0.1648008073849309,-0.080205456705229,5.139537,8.99419,0.03745782
Ag-V-O,Ag,V,O,V18Ag7O48_863411_POSCAR,35,local_max_drop,12.837278593,-0.23586352786911,-0.1498960037005515,-0.0859675241685584,12.009067,20.291182,0.01500984
Ag-V-O,Ag,V,O,V6AgO15_757033_POSCAR,35,local_max_drop,11.3430177994,-0.14274081141953,-0.0792215165304368,-0.0635192948890931,10.61121,17.929286,0.00834459
Ag-Y-O,Ag,Y,O,Y3AgO5_1094026_POSCAR,35,local_max_drop,9.9052903973,-0.24818928420959,-0.1105817104159115,-0.1376075737936784,8.539043,16.736525,0.01376878
Ag-Y-O,Ag,Y,O,YAgO3_1369676_POSCAR,35,local_max_drop,8.999988312,-0.23526359057249,-0.1308758045035566,-0.1043877860689333,8.035704,15.74998,0.01713563
Ag-Y-O,Ag,Y,O,YAgO3_1369873_POSCAR,35,local_max_drop,7.6912346,-0.18565681817804,-0.1141445693847368,-0.0715122487933031,6.867174,13.459661,0.01807916
Au-Ta-S,Au,Ta,S,Ta5AuS_669370_POSCAR,35,local_max_drop,11.1503494889,-0.50347340206696,-0.2695531117121095,-0.2339202903548504,9.61237,18.840246,0.02960407
Cd-Co-O,Cd,Co,O,Cd_CoO2_2_1178482_POSCAR,35,local_max_drop,13.74564,-0.21288487442807,-0.1164927290636884,-0.0963921453643815,12.096163,26.941454,0.0078046
Cd-Co-O,Cd,Co,O,Cd_CoO2_2_754042_POSCAR,35,local_max_drop,6.5799237532,-0.20589098842621,-0.1117606599537755,-0.0941303284724344,5.60512,11.941343,0.01751793
Cd-Co-O,Cd,Co,O,Cd_CoO2_2_769705_POSCAR,35,local_max_drop,6.586824466,-0.20863903217394,-0.1130284186897982,-0.0956106134841417,5.573467,12.413631,0.01696812
Cd-Cr-O,Cd,Cr,O,Cr2CdO4_19262_POSCAR,35,global_gradient_fallback,6.8722386641,-0.10486281546647,-0.0839991146062803,-0.0208637008601896,6.343605,12.951527,0.01253195
Cd-Fe-O,Cd,Fe,O,Cd_FeO2_2_1283389_POSCAR,35,global_gradient_fallback,6.6575206185,-0.072057880639488,-0.0704473754642781,-0.0016105051752098,6.124919,13.04874,0.0100072
Cd-Fe-O,Cd,Fe,O,Cd_FeO2_2_21333_POSCAR,35,global_gradient_fallback,6.6869899531,-0.084617322786214,-0.0694871767316572,-0.0151301460545567,6.152031,13.1065,0.00988747
Cd-Fe-O,Cd,Fe,O,Cd_FeO2_2_2221664_POSCAR,35,global_gradient_fallback,6.6118564384,-0.079334214047487,-0.0684025457668846,-0.0109316682806023,6.082908,12.959239,0.00983917
Cd-Fe-O,Cd,Fe,O,Cd_FeO2_2_532027_POSCAR,35,local_max_drop,7.7994091875,-0.57022524046633,-0.3790853727843756,-0.1911398676819544,7.487433,15.286842,0.0461548
Cd-Fe-O,Cd,Fe,O,Cd_FeO2_2_756539_POSCAR,35,local_max_drop,3.8846158,-0.2178259003051,-0.1430501562103459,-0.074775744094754,3.585799,7.321007,0.03784554
Cd-Fe-O,Cd,Fe,O,Cd_FeO2_2_772600_POSCAR,35,local_max_drop,3.9442611,-0.22140976802875,-0.141538243049543,-0.0798715249792069,3.640856,7.433415,0.03710709
Cd-Mn-O,Cd,Mn,O,Mn2Cd3O5_760391_POSCAR,35,local_max_drop,6.7655732662,-0.23029166159851,-0.1209828188640555,-0.1093088427344544,5.953704,13.260524,0.01733801
Cd-Mn-O,Cd,Mn,O,Mn2CdO3_1221887_POSCAR,35,local_max_drop,6.1150590222,-0.15656655566572,-0.0718746912298774,-0.0846918644358425,5.625854,11.985516,0.01119921
Cd-Mn-O,Cd,Mn,O,Mn2CdO4_18720_POSCAR,35,global_gradient_fallback,6.7665355996,-0.092143788957597,-0.0656208819130519,-0.026522907044545,5.985781,12.752317,0.009654
Cd-Mn-O,Cd,Mn,O,Mn4CdO5_1221716_POSCAR,35,local_max_drop,4.0164601086,-0.13742042025523,-0.0498228138868852,-0.0875976063683448,3.05251,7.872262,0.01147878
Cd-Mn-O,Cd,Mn,O,Mn7CdO12_1105241_POSCAR,35,local_max_drop,7.9683545806,-0.17549348188069,-0.1026802205609665,-0.0728132613197234,7.661879,15.017284,0.01289445
Cd-Mn-O,Cd,Mn,O,Mn7CdO12_1105404_POSCAR,35,local_max_drop,8.2364450784,-0.17381993229326,-0.0967376445119096,-0.0770822877813503,7.626338,14.947623,0.01266369
Cd-Mn-O,Cd,Mn,O,Mn9CdO10_756679_POSCAR,35,local_max_drop,10.570082484,-0.29120447966989,-0.0946445115174063,-0.1965599681524836,8.033263,20.717362,0.00814929
Cd-Mn-O,Cd,Mn,O,MnCd4O5_1176452_POSCAR,35,local_max_drop,8.217927047,-0.42100270502932,-0.2602944171615057,-0.1607082878678142,7.560493,16.107137,0.03097606
